                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2749,                 2.5551,                 1.3973,                0.21107,                0.89737,                0.27287,                0.17771,                 1.2073,                 2.2577,                 1.6881,             0.00036565,             0.00036565,             0.00036565
                      2,                 1.2072,                 1.9399,                 1.3513,                0.20038,                0.84529,                0.32967,                0.21299,                 1.2358,                 2.1279,                 1.6153,             0.00037167,             0.00037167,             0.00037167
